locus_001|MP000001|source=tblastn+miniprot+blastn_cds	CAL5036879.1	100.000	174	0	0	6	179	1	174	8.86e-129	360
locus_001|MP000001|source=tblastn+miniprot+blastn_cds	CAM0151951.1	99.425	174	1	0	6	179	1	174	1.22e-128	359
locus_001|MP000001|source=tblastn+miniprot+blastn_cds	CAM0146821.1	99.425	174	1	0	6	179	1	174	1.22e-128	359
locus_001|MP000001|source=tblastn+miniprot+blastn_cds	CAL5051155.1	99.425	174	1	0	6	179	1	174	1.22e-128	359
locus_001|MP000001|source=tblastn+miniprot+blastn_cds	CAL5044486.1	99.425	174	1	0	6	179	1	174	1.22e-128	359
locus_001|MP000001|source=tblastn+miniprot+blastn_cds	CAL4978606.1	76.331	169	40	0	9	177	5	173	9.97e-100	286
locus_001|MP000001|source=tblastn+miniprot+blastn_cds	CAL4966042.1	76.331	169	40	0	9	177	5	173	9.97e-100	286
locus_001|MP000001|source=tblastn+miniprot+blastn_cds	CAL4958999.1	75.740	169	41	0	9	177	5	173	1.39e-99	286
locus_001|MP000001|source=tblastn+miniprot+blastn_cds	CAL4952393.1	75.740	169	41	0	9	177	5	173	3.72e-99	285
locus_001|MP000001|source=tblastn+miniprot+blastn_cds	CAL5026743.1	68.421	171	54	0	6	176	1	171	7.39e-92	266
locus_001|MP000001|source=tblastn+miniprot+blastn_cds	CAL5016227.1	68.421	171	54	0	6	176	1	171	1.02e-91	266
locus_001|MP000001|source=tblastn+miniprot+blastn_cds	CAL5057279.1	67.836	171	55	0	6	176	1	171	1.15e-91	266
locus_001|MP000001|source=tblastn+miniprot+blastn_cds	CAL5021042.1	67.836	171	55	0	6	176	1	171	1.15e-91	266
locus_001|MP000001|source=tblastn+miniprot+blastn_cds	CAL4886855.1	67.836	171	55	0	6	176	1	171	1.15e-91	266
locus_001|MP000001|source=tblastn+miniprot+blastn_cds	CAL5068590.1	67.836	171	55	0	6	176	1	171	2.39e-91	265
locus_001|MP000001|source=tblastn+miniprot+blastn_cds	CAL5031320.1	67.836	171	55	0	6	176	1	171	2.39e-91	265
locus_001|MP000001|source=tblastn+miniprot+blastn_cds	CAL4968388.1	66.667	171	57	0	6	176	1	171	1.59e-89	261
locus_001|MP000001|source=tblastn+miniprot+blastn_cds	CAL4988377.1	69.364	173	53	0	4	176	2	174	3.96e-89	259
locus_001|MP000001|source=tblastn+miniprot+blastn_cds	CAL4984670.1	69.364	173	53	0	4	176	2	174	3.96e-89	259
locus_001|MP000001|source=tblastn+miniprot+blastn_cds	CAL4981271.1	69.364	173	53	0	4	176	2	174	3.96e-89	259
